Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount,date
Stella Can,4,28.6,0.0,28.6,3.4,2023-06-13
ZG Conehead IPA DFT,29,207.35,0.0,207.35,24.65,2023-06-13
14th Star Mexican Lager DFT,4,28.6,0.0,28.6,3.4,2023-06-13
Long Trail Blackberry DFT,7,50.05,0.0,50.05,5.95,2023-06-13
14th Star Baseline,12,85.8,0.0,85.8,10.2,2023-06-13
Maple Syrup,1,5.0,0.0,5.0,0.55,2023-06-13
Veggie Salad,1,9.01,0.0,9.01,0.99,2023-06-13
Document Tee- Vintage Smoke- L,3,75.57,5.4,80.97,0.0,2023-06-13
Hamburger,8,56.73,0.0,56.73,6.27,2023-06-13
"Footlong ""Monster"" Dog",24,116.35,2.47,118.82,12.9,2023-06-13
Movie Candy,14,50.52,0.0,50.52,5.48,2023-06-13
Popcorn,15,54.14,0.0,54.14,5.86,2023-06-13
802 Bar,5,18.05,0.0,18.05,1.95,2023-06-13
Bottled Water,43,97.14,0.0,97.14,10.36,2023-06-13
Cotton Candy,6,21.66,0.0,21.66,2.34,2023-06-13
Peanuts,4,14.44,0.0,14.44,1.56,2023-06-13
Senior Night Drink,4,0.0,0.0,0.0,0.0,2023-06-13
Soft Pretzel,63,240.41,5.87,246.28,26.09,2023-06-13
Cracker Jacks,5,18.05,4.5,22.55,1.95,2023-06-13
Garden Salad,3,21.63,0.0,21.63,2.37,2023-06-13
Season Ticket Holder Soda,33,29.7,0.0,29.7,3.3,2023-06-13
Bottled Soda,67,208.48,3.16,211.64,22.52,2023-06-13
Veggie Burger,6,37.8,0.0,37.8,4.2,2023-06-13
Italian Sausage w/ Peppers & Onions,14,100.94,0.0,100.94,11.06,2023-06-13
Hot Dog,136,449.39,10.11,459.5,49.36,2023-06-13
Pork Nachos,1,9.01,0.0,9.01,0.99,2023-06-13
Cheeseburger,35,249.18,7.2,256.38,27.32,2023-06-13
Double Cheeseburger,4,45.04,0.0,45.04,4.96,2023-06-13
1/2 Chz 1/2 Shroom,1,12.62,0.0,12.62,1.38,2023-06-13
Long Trail Ale DFT,3,21.45,0.0,21.45,2.55,2023-06-13
Fiddlehead IPA DFT,11,78.65,0.0,78.65,9.35,2023-06-13
Powerade,1,3.16,0.0,3.16,0.34,2023-06-13
Barefoot Chardonnay,4,28.6,0.0,28.6,3.4,2023-06-13
White Claw Mango,4,28.6,0.0,28.6,3.4,2023-06-13
Coke BTL,1,3.16,0.0,3.16,0.34,2023-06-13
Cutwater Tiki Rum Punch,1,10.72,0.0,10.72,1.28,2023-06-13
Mastermind IIPA,20,139.42,3.58,143.0,16.58,2023-06-13
Finnish Long Drink,3,26.79,0.0,26.79,3.21,2023-06-13
Deep River Chips,1,2.71,0.0,2.71,0.29,2023-06-13
Stella Can,1,7.15,0.0,7.15,0.85,2023-06-13
Hot Dog & Soda,1,0.0,0.0,0.0,0.0,2023-06-13
Lemon Sorbet,2,7.21,0.0,7.21,0.79,2023-06-13
Whole Pickle,5,13.53,0.0,13.53,1.47,2023-06-13
Deep River Chips,14,37.92,0.0,37.92,4.08,2023-06-13
Powerade,2,4.74,1.58,6.32,0.51,2023-06-13
Chips,6,22.56,4.5,27.06,2.44,2023-06-13
Chicken Salad,16,121.66,22.5,144.16,13.34,2023-06-13
Pork Tacos,3,21.63,0.0,21.63,2.37,2023-06-13
Tie Dyed Souvenir Baseball,3,24.0,0.0,24.0,2.64,2023-06-13
Maple King Pint glass,3,33.57,2.4,35.97,3.69,2023-06-13
OC Mountain Patch Cap,1,24.64,4.35,28.99,0.0,2023-06-13
Gear Tee- Heather Kelly Green- L,1,23.19,5.8,28.99,0.0,2023-06-13
Champ Sticker,4,8.0,0.0,8.0,0.88,2023-06-13
Toddler daisy cap,5,94.95,0.0,94.95,0.0,2023-06-13
VLM Tote Bag,1,5.0,0.0,5.0,0.55,2023-06-13
White Souvenir Baseball,10,80.0,0.0,80.0,8.8,2023-06-13
Glow In The Dark Souvenir Baseball,4,32.0,0.0,32.0,3.52,2023-06-13
Primary Logo Tee- Navy- 2XL,1,25.99,0.0,25.99,0.0,2023-06-13
Youth Champ Logo Tee- Ash- L,1,21.99,0.0,21.99,0.0,2023-06-13
Beer. Baseball Tee- Royal- L,1,20.79,5.2,25.99,0.0,2023-06-13
Beer. Baseball. Tee- Vintage Navy-L,1,20.79,5.2,25.99,0.0,2023-06-13
VLM Home Onfield Stretch Fit Cap- M,2,59.98,0.0,59.98,0.0,2023-06-13
Champ Play Ball,1,4.99,0.0,4.99,0.55,2023-06-13
VLM #1 Foam Finger- Green,5,29.95,0.0,29.95,3.3,2023-06-13
Cross Bone Cap,1,28.99,0.0,28.99,0.0,2023-06-13
6 Sticker Pack,2,12.0,0.0,12.0,1.32,2023-06-13
Red Mini Bat,4,35.96,0.0,35.96,3.96,2023-06-13
White/Silver Metallic Souvenir Baseball,2,16.0,0.0,16.0,1.76,2023-06-13
Crawford Hat,1,23.99,0.0,23.99,0.0,2023-06-13
Veggie Tacos,3,21.63,0.0,21.63,2.37,2023-06-13
Chicken Tacos,4,21.63,7.21,28.84,2.37,2023-06-13
Chicken Nachos,8,58.57,13.51,72.08,6.43,2023-06-13
Pork Salad,3,22.53,4.5,27.03,2.47,2023-06-13
Rescue Club Pils N/A,1,7.21,0.0,7.21,0.79,2023-06-13
ZG Lake Monster Light DFT,7,37.52,0.0,37.52,4.48,2023-06-13
Queen City Porter DFT,4,28.6,0.0,28.6,3.4,2023-06-13
Fiddlehead Wit DFT,3,21.45,0.0,21.45,2.55,2023-06-13
VT Expos Trucker- Royal,1,24.99,0.0,24.99,0.0,2023-06-13
Nutrl Watermelon Vodka,4,35.72,0.0,35.72,4.28,2023-06-13
Cracker Jacks,1,4.51,0.0,4.51,0.49,2023-06-13
14th Star Baseline,3,21.45,0.0,21.45,2.55,2023-06-13
ZG Conehead IPA DFT,6,42.9,0.0,42.9,5.1,2023-06-13
Bud Light DFT,4,21.44,0.0,21.44,2.56,2023-06-13
Bottled Water,5,11.3,0.0,11.3,1.2,2023-06-13
Dig In Bracelet,2,10.0,0.0,10.0,1.1,2023-06-13
Maple Kings Razorback Tee -L,1,24.99,0.0,24.99,0.0,2023-06-13
Movie Candy,2,5.41,1.81,7.22,0.59,2023-06-13
Cheese Pizza,36,389.16,0.0,389.16,42.84,2023-06-13
Rescue Club IPA N/A,1,7.21,0.0,7.21,0.79,2023-06-13
Emp pep,7,37.8,0.0,37.8,4.2,2023-06-13
Italian Sausage w/ Peppers & Onions,5,36.05,0.0,36.05,3.95,2023-06-13
Fries,47,186.76,4.06,190.82,20.24,2023-06-13
Hot Dog,18,59.15,1.69,60.84,6.47,2023-06-13
Hot Dog & Soda,11,0.0,0.0,0.0,0.0,2023-06-13
Bottled Water,1,2.26,0.0,2.26,0.24,2023-06-13
Nutrl Watermelon Vodka,7,62.51,0.0,62.51,7.49,2023-06-13
14th Star Baseline,5,35.75,0.0,35.75,4.25,2023-06-13
ZG Conehead IPA DFT,11,78.65,0.0,78.65,9.35,2023-06-13
Hamburger,6,37.13,3.37,40.5,4.12,2023-06-13
Citizen Cider DFT,4,28.6,0.0,28.6,3.4,2023-06-13
Mastermind IIPA,7,50.05,0.0,50.05,5.95,2023-06-13
Finnish Long Drink,1,8.93,0.0,8.93,1.07,2023-06-13
ZG Lake Monster Light DFT,5,26.8,0.0,26.8,3.2,2023-06-13
Bud Light DFT,12,64.32,0.0,64.32,7.68,2023-06-13
Fiddlehead IPA DFT,18,128.7,0.0,128.7,15.3,2023-06-13
Emp pep,1,5.4,0.0,5.4,0.6,2023-06-13
Cutwater Tiki Rum Punch,2,21.44,0.0,21.44,2.56,2023-06-13
Fiddlehead Wit DFT,3,21.45,0.0,21.45,2.55,2023-06-13
Emp Pep/Shroom,2,10.8,0.0,10.8,1.2,2023-06-13
Cracker Jacks,4,18.04,0.0,18.04,1.96,2023-06-13
Double Cheeseburger,2,22.52,0.0,22.52,2.48,2023-06-13
BBQ Pork Sandwich,3,21.63,0.0,21.63,2.37,2023-06-13
Agrumata Italian Soda,1,4.06,0.0,4.06,0.44,2023-06-13
Dippin Dots,70,434.92,6.28,441.2,48.08,2023-06-13
Cotton Candy,5,18.05,0.0,18.05,1.95,2023-06-13
Lucky Row Scoop,10,0.0,0.0,0.0,0.0,2023-06-13
Small Ice Cream,55,194.23,10.59,204.82,21.02,2023-06-13
Lemon Sorbet,2,7.22,0.0,7.22,0.78,2023-06-13
Bottled Water,1,2.26,0.0,2.26,0.24,2023-06-13
Popcorn,2,5.41,1.81,7.22,0.59,2023-06-13
Double Hamburger,3,32.43,0.0,32.43,3.57,2023-06-13
Large Ice Cream,35,187.46,8.3,195.76,20.79,2023-06-13
Deep River Chips,1,2.71,0.0,2.71,0.29,2023-06-13
Bottled Water,8,18.08,0.0,18.08,1.92,2023-06-13
Loaded Fries Pork,4,31.54,4.5,36.04,3.46,2023-06-13
Boneless Wings & Fries,12,97.77,0.0,97.77,10.73,2023-06-13
Loaded Fries Chicken,2,18.02,0.0,18.02,1.98,2023-06-13
Cheeseburger,11,75.71,3.6,79.31,8.29,2023-06-13
BBQ Chicken Sandwich,2,10.82,3.6,14.42,1.18,2023-06-13
"Footlong ""Monster"" Dog",5,24.75,0.0,24.75,2.75,2023-06-13
Bottled Soda,28,85.3,3.16,88.46,9.2,2023-06-13
Bottled Water,10,22.6,0.0,22.6,2.4,2023-06-13
Yellow Scoop,6,0.0,0.0,0.0,0.0,2023-06-13
Poutine w/ Chicken,8,93.76,0.0,93.76,10.24,2023-06-13
Mozz Sticks,5,31.5,0.0,31.5,3.5,2023-06-13
Whole Pickle,1,2.71,0.0,2.71,0.29,2023-06-13
Fried Pickles,4,22.06,3.14,25.2,2.44,2023-06-13
Movie Candy,3,10.83,0.0,10.83,1.17,2023-06-13
Popcorn,3,10.83,0.0,10.83,1.17,2023-06-13
Cotton Candy,6,21.66,0.0,21.66,2.34,2023-06-13
Deep River Chips,1,1.35,1.36,2.71,0.15,2023-06-13
Mini Corn Dogs,12,56.72,18.88,75.6,6.28,2023-06-13
Onion Rings,4,25.2,0.0,25.2,2.8,2023-06-13
Bottled Soda,7,22.12,0.0,22.12,2.38,2023-06-13
Bottled Water,2,4.52,0.0,4.52,0.48,2023-06-13
Kona Golden Ale DFT,6,32.16,0.0,32.16,3.84,2023-06-13
Rescue Club Pils N/A,1,7.21,0.0,7.21,0.79,2023-06-13
Cutwater Tiki Rum Punch,1,10.72,0.0,10.72,1.28,2023-06-13
14th Star Baseline,2,14.3,0.0,14.3,1.7,2023-06-13
Cider Can,2,14.3,0.0,14.3,1.7,2023-06-13
Popcorn,5,18.05,0.0,18.05,1.95,2023-06-13
1/2 Chz 1/2 Pep,1,12.62,0.0,12.62,1.38,2023-06-13
White Claw Mango,1,7.15,0.0,7.15,0.85,2023-06-13
Bottled Water,3,6.78,0.0,6.78,0.72,2023-06-13
Fiddlehead IPA DFT,7,50.05,0.0,50.05,5.95,2023-06-13
Powerade,2,6.32,0.0,6.32,0.68,2023-06-13
Fountain Soda,18,48.78,0.0,48.78,5.22,2023-06-13
Season Ticket Holder Soda,16,14.4,0.0,14.4,1.6,2023-06-13
Peanuts,1,3.61,0.0,3.61,0.39,2023-06-13
Poutine,11,99.11,0.0,99.11,10.89,2023-06-13
Cotton Candy,7,25.27,0.0,25.27,2.73,2023-06-13
Fries,16,63.16,2.25,65.41,6.84,2023-06-13
Boneless Wings & Fries,9,72.99,0.0,72.99,8.01,2023-06-13
Peanuts,3,10.83,0.0,10.83,1.17,2023-06-13
Fried Dough w/ Chicken,3,27.03,0.0,27.03,2.97,2023-06-13
Cheeseburger,2,14.42,0.0,14.42,1.58,2023-06-13
Mushroom Philly,1,4.51,4.5,9.01,0.49,2023-06-13
Deep River Chips,1,2.71,0.0,2.71,0.29,2023-06-13
Philly Cheesesteak,17,135.17,18.0,153.17,14.83,2023-06-13
Hot Dog,9,28.73,1.69,30.42,3.14,2023-06-13
Hot Dog & Soda,1,0.0,0.0,0.0,0.0,2023-06-13
Fried Dough,59,359.14,12.56,371.7,39.86,2023-06-13
Cracker Jacks,2,6.77,2.25,9.02,0.73,2023-06-13
Popcorn,3,10.83,0.0,10.83,1.17,2023-06-13
Bottled Water,5,11.3,0.0,11.3,1.2,2023-06-13
Bottled Soda,5,15.8,0.0,15.8,1.7,2023-06-13
Popcorn,7,25.27,0.0,25.27,2.73,2023-06-15
Cotton Candy,31,111.91,0.0,111.91,12.09,2023-06-15
Whole Pickle,3,8.13,0.0,8.13,0.87,2023-06-15
Bottled Water,18,40.68,0.0,40.68,4.32,2023-06-15
Peanuts,2,7.22,0.0,7.22,0.78,2023-06-15
Mozz Sticks,19,119.7,0.0,119.7,13.3,2023-06-15
Deep River Chips,2,5.42,0.0,5.42,0.58,2023-06-15
Movie Candy,6,21.66,0.0,21.66,2.34,2023-06-15
Powerade,4,12.64,0.0,12.64,1.36,2023-06-15
Fried Pickles,12,72.46,3.14,75.6,8.04,2023-06-15
Bottled Soda,24,74.26,1.58,75.84,7.99,2023-06-15
Mini Corn Dogs,22,138.6,0.0,138.6,15.4,2023-06-15
Bottled Soda,66,208.52,0.0,208.52,22.48,2023-06-15
Double Cheeseburger,2,22.52,0.0,22.52,2.48,2023-06-15
Hot Dog,61,206.18,0.0,206.18,22.57,2023-06-15
Onion Rings,7,40.96,3.14,44.1,4.54,2023-06-15
Dr. Pepper BTL,2,6.32,0.0,6.32,0.68,2023-06-15
White Claw Mango,7,50.05,0.0,50.05,5.95,2023-06-15
14th Star Baseline,19,135.85,0.0,135.85,16.15,2023-06-15
BBQ Pork Sandwich,9,64.89,0.0,64.89,7.11,2023-06-15
Diet Coke BTL,1,3.16,0.0,3.16,0.34,2023-06-15
Barefoot Chardonnay,2,14.3,0.0,14.3,1.7,2023-06-15
Powerade,2,6.32,0.0,6.32,0.68,2023-06-15
Fiddlehead IPA DFT,61,436.15,0.0,436.15,51.85,2023-06-15
Cutwater Tiki Rum Punch,10,107.2,0.0,107.2,12.8,2023-06-15
Fanta BTL,5,15.8,0.0,15.8,1.7,2023-06-15
Barefoot Cabernet Sauvignon,2,14.3,0.0,14.3,1.7,2023-06-15
Movie Candy,7,25.27,0.0,25.27,2.73,2023-06-15
Long Trail Ale DFT,9,64.35,0.0,64.35,7.65,2023-06-15
ZG Conehead IPA DFT,20,143.0,0.0,143.0,17.0,2023-06-15
Barefoot Pinot Grigio,2,14.3,0.0,14.3,1.7,2023-06-15
ZG Lake Monster Light DFT,39,209.04,0.0,209.04,24.96,2023-06-15
Cracker Jacks,6,27.06,0.0,27.06,2.94,2023-06-15
Fun Zone Bracelet,1,5.0,0.0,5.0,0.55,2023-06-15
Nutrl Watermelon Vodka,19,169.67,0.0,169.67,20.33,2023-06-15
Loaded Fries Pork,1,9.01,0.0,9.01,0.99,2023-06-15
Pork Tacos,6,43.26,0.0,43.26,4.74,2023-06-15
BBQ Chicken Sandwich,5,36.05,0.0,36.05,3.95,2023-06-15
Pork Nachos,17,148.67,4.5,153.17,16.33,2023-06-15
Chicken Salad,16,130.66,13.5,144.16,14.34,2023-06-15
Chicken Nachos,15,130.65,4.5,135.15,14.35,2023-06-15
Veggie Salad,2,13.52,4.5,18.02,1.48,2023-06-15
Chips,5,23.44,0.0,23.44,2.56,2023-06-15
Veggie Tacos,3,21.63,0.0,21.63,2.37,2023-06-15
Veggie Nachos,4,36.04,0.0,36.04,3.96,2023-06-15
Youth Primary Logo Tee Royal- S,2,43.98,0.0,43.98,0.0,2023-06-15
Lake Monsters Sticker,9,18.0,0.0,18.0,1.98,2023-06-15
Gear Tee- Heather Kelly Green- XL,1,28.99,0.0,28.99,0.0,2023-06-15
Primary Logo Tee- Navy- XL,2,51.98,0.0,51.98,0.0,2023-06-15
Maple Kings Stretch Fit Cap- Dark Navy- L,1,29.99,0.0,29.99,0.0,2023-06-15
Infant Alphabet Mascot Tee- 6 mo,1,15.99,0.0,15.99,0.0,2023-06-15
LM Shot glass,4,27.96,0.0,27.96,3.08,2023-06-15
White Souvenir Baseball,27,216.0,0.0,216.0,23.76,2023-06-15
Finnish Long Drink,13,116.09,0.0,116.09,13.91,2023-06-15
Pork Salad,18,164.89,0.0,164.89,18.11,2023-06-15
Fries,88,353.22,4.06,357.28,38.28,2023-06-15
Chicken Tacos,8,57.68,0.0,57.68,6.32,2023-06-15
Small Ice Cream,127,470.25,11.08,481.33,51.0,2023-06-15
Boneless Wings & Fries,32,260.87,0.0,260.87,28.63,2023-06-15
Hamburger,12,77.63,3.37,81.0,8.62,2023-06-15
Loaded Fries Chicken,3,27.03,0.0,27.03,2.97,2023-06-15
Hot Dog & Soda,2,0.0,0.0,0.0,0.0,2023-06-15
Deep River Chips,1,2.71,0.0,2.71,0.29,2023-06-15
"Footlong ""Monster"" Dog",13,64.35,0.0,64.35,7.15,2023-06-15
Italian Sausage w/ Peppers & Onions,11,79.31,0.0,79.31,8.69,2023-06-15
Powerade,5,15.8,0.0,15.8,1.7,2023-06-15
Cheeseburger,25,173.05,7.2,180.25,18.95,2023-06-15
Bottled Water,29,65.54,0.0,65.54,6.96,2023-06-15
Lucky Row Scoop,12,0.0,0.0,0.0,0.0,2023-06-15
Yellow Scoop,9,0.0,0.0,0.0,0.0,2023-06-15
Cotton Candy,10,36.1,0.0,36.1,3.9,2023-06-15
Large Ice Cream,97,540.31,24.01,564.32,59.94,2023-06-15
Popcorn,3,10.83,0.0,10.83,1.17,2023-06-15
Bottled Water,6,13.56,0.0,13.56,1.44,2023-06-15
Deep River Chips,4,10.84,0.0,10.84,1.16,2023-06-15
Poutine w/ Chicken,26,298.85,5.87,304.72,32.65,2023-06-15
Fiddlehead Wit DFT,10,71.5,0.0,71.5,8.5,2023-06-15
Long Trail Ale DFT,1,7.15,0.0,7.15,0.85,2023-06-15
ZG Lake Monster Light DFT,1,5.36,0.0,5.36,0.64,2023-06-15
Bud Light DFT,3,16.08,0.0,16.08,1.92,2023-06-15
Cutwater Tiki Rum Punch,7,75.04,0.0,75.04,8.96,2023-06-15
Deep River Chips,3,8.13,0.0,8.13,0.87,2023-06-15
Fried Dough w/ Chicken,6,54.06,0.0,54.06,5.94,2023-06-15
Fiddlehead IPA DFT,8,57.2,0.0,57.2,6.8,2023-06-15
Fountain Soda,58,157.18,0.0,157.18,16.82,2023-06-15
Fried Dough,116,721.38,9.42,730.8,80.12,2023-06-15
Popcorn,10,36.1,0.0,36.1,3.9,2023-06-15
Cracker Jacks,6,27.06,0.0,27.06,2.94,2023-06-15
Fries,28,111.65,2.03,113.68,12.1,2023-06-15
VLM Lanyard,2,13.5,0.0,13.5,1.5,2023-06-15
Bottled Water,36,81.36,0.0,81.36,8.64,2023-06-15
Poutine,22,193.72,4.5,198.22,21.28,2023-06-15
Season Ticket Holder Soda,24,21.6,0.0,21.6,2.4,2023-06-15
Mastermind IIPA,1,7.15,0.0,7.15,0.85,2023-06-15
Finnish Long Drink,3,26.79,0.0,26.79,3.21,2023-06-15
Citizen Cider DFT,3,21.45,0.0,21.45,2.55,2023-06-15
Dippin Dots,253,1575.06,18.84,1593.9,174.94,2023-06-15
Bottled Water,1,2.26,0.0,2.26,0.24,2023-06-15
Stella Can,2,14.3,0.0,14.3,1.7,2023-06-15
Cider Can,10,71.5,0.0,71.5,8.5,2023-06-15
Barefoot Chardonnay,2,14.3,0.0,14.3,1.7,2023-06-15
Kona Golden Ale DFT,16,85.76,0.0,85.76,10.24,2023-06-15
Nutrl Watermelon Vodka,2,17.86,0.0,17.86,2.14,2023-06-15
Cutwater Tiki Rum Punch,3,32.16,0.0,32.16,3.84,2023-06-15
14th Star Baseline,10,71.5,0.0,71.5,8.5,2023-06-15
White Claw Mango,3,21.45,0.0,21.45,2.55,2023-06-15
Fiddlehead IPA DFT,18,128.7,0.0,128.7,15.3,2023-06-15
Finnish Long Drink,5,44.65,0.0,44.65,5.35,2023-06-15
Nutrl Watermelon Vodka,2,17.86,0.0,17.86,2.14,2023-06-15
ZG Conehead IPA DFT,5,35.75,0.0,35.75,4.25,2023-06-15
Fiddlehead Wit DFT,3,21.45,0.0,21.45,2.55,2023-06-15
Boneless Wings & Fries,28,223.03,4.05,227.08,24.47,2023-06-15
Cotton Candy,12,43.32,0.0,43.32,4.68,2023-06-15
Peanuts,6,19.85,1.81,21.66,2.15,2023-06-15
Emp chz,12,64.8,0.0,64.8,7.2,2023-06-15
1/2 Pep.  1/2 Shroom,3,37.86,0.0,37.86,4.14,2023-06-15
Cheese Pizza,64,691.84,0.0,691.84,76.16,2023-06-15
Cedrata Italian Soda,12,44.66,4.06,48.72,4.84,2023-06-15
Mushroom Pizza,28,353.36,0.0,353.36,38.64,2023-06-15
Full Pep Full Shroom,1,12.62,0.0,12.62,1.38,2023-06-15
Bud Light DFT,16,85.76,0.0,85.76,10.24,2023-06-15
Rescue Club IPA N/A,2,14.42,0.0,14.42,1.58,2023-06-15
Rescue Club Pils N/A,2,14.42,0.0,14.42,1.58,2023-06-15
Queen City Porter DFT,3,21.45,0.0,21.45,2.55,2023-06-15
Lemonade BTL,2,6.32,0.0,6.32,0.68,2023-06-15
Bottled Water,10,22.6,0.0,22.6,2.4,2023-06-15
Stella Can,8,57.2,0.0,57.2,6.8,2023-06-15
Barefoot Pinot Noir,1,7.15,0.0,7.15,0.85,2023-06-15
Coke BTL,3,9.48,0.0,9.48,1.02,2023-06-15
Citizen Cider DFT,14,100.1,0.0,100.1,11.9,2023-06-15
Emp pep,7,37.8,0.0,37.8,4.2,2023-06-15
Mastermind IIPA,27,193.05,0.0,193.05,22.95,2023-06-15
Pepperoni Pizza,72,908.64,0.0,908.64,99.36,2023-06-15
1/2 Chz 1/2 Pep,3,37.86,0.0,37.86,4.14,2023-06-15
Bottled Soda,39,121.66,1.58,123.24,13.09,2023-06-15
Bottled Water,16,36.16,0.0,36.16,3.84,2023-06-15
Deep River Chips,1,2.71,0.0,2.71,0.29,2023-06-15
Cracker Jacks,2,9.02,0.0,9.02,0.98,2023-06-15
Hamburger,2,13.5,0.0,13.5,1.5,2023-06-15
Popcorn,4,14.44,0.0,14.44,1.56,2023-06-15
Hot Dog,55,185.9,0.0,185.9,20.35,2023-06-15
Philly Cheesesteak,30,261.3,9.0,270.3,28.7,2023-06-15
Cheeseburger,18,129.78,0.0,129.78,14.22,2023-06-15
Powerade,5,15.8,0.0,15.8,1.7,2023-06-15
Mushroom Philly,5,40.55,4.5,45.05,4.45,2023-06-15
"Footlong ""Monster"" Dog",5,24.75,0.0,24.75,2.75,2023-06-15
Peanuts,3,10.83,0.0,10.83,1.17,2023-06-15
Double Cheeseburger,5,50.67,5.63,56.3,5.58,2023-06-15
Italian Sausage w/ Peppers & Onions,7,50.47,0.0,50.47,5.53,2023-06-15
Agrumata Italian Soda,6,24.36,0.0,24.36,2.64,2023-06-15
Emp Shroom,1,5.4,0.0,5.4,0.6,2023-06-15
Champ Cape,1,8.25,0.0,8.25,0.9,2023-06-15
Champ Logo Hoodie- Royal-M,1,49.99,0.0,49.99,0.0,2023-06-15
Champ-ta Claus,4,63.96,0.0,63.96,7.04,2023-06-15
White/Silver Metallic Souvenir Baseball,5,40.0,0.0,40.0,4.4,2023-06-15
Youth Primary Logo Tee Pink-M,2,28.59,15.39,43.98,0.0,2023-06-15
Long Trail Blackberry DFT,27,193.05,0.0,193.05,22.95,2023-06-15
Bud Light DFT,36,192.96,0.0,192.96,23.04,2023-06-15
Popcorn,4,14.44,0.0,14.44,1.56,2023-06-15
Rescue Club Pils N/A,4,28.84,0.0,28.84,3.16,2023-06-15
Small Baseball Card Pack,11,32.89,0.0,32.89,3.63,2023-06-15
White Claw Mango,16,114.4,0.0,114.4,13.6,2023-06-15
Finnish Long Drink,1,8.93,0.0,8.93,1.07,2023-06-15
Barefoot Cabernet Sauvignon,6,42.9,0.0,42.9,5.1,2023-06-15
Budweiser DFT,16,85.76,0.0,85.76,10.24,2023-06-15
Kona Golden Ale DFT,23,123.28,0.0,123.28,14.72,2023-06-15
Peanuts,7,25.27,0.0,25.27,2.73,2023-06-15
Nutrl Watermelon Vodka,11,98.23,0.0,98.23,11.77,2023-06-15
Barefoot Chardonnay,1,7.15,0.0,7.15,0.85,2023-06-15
Stella Can,11,78.65,0.0,78.65,9.35,2023-06-15
Champ Logo Pint Glass,1,11.99,0.0,11.99,1.32,2023-06-15
$0.25 Hot Dog Hysteria Replica Jersey- L,1,80.0,0.0,80.0,0.0,2023-06-15
OC Walk Off Diamond Patch Black Cap,3,68.83,12.14,80.97,0.0,2023-06-15
Nike Dri-Fit Long Sleeve- Navy- S,1,42.0,0.0,42.0,0.0,2023-06-15
Champ Logo Tee Vintage Black- M,1,25.99,0.0,25.99,0.0,2023-06-15
Youth $0.25 Hot Dog Tee- Vintage Yellow- S,1,21.99,0.0,21.99,0.0,2023-06-15
Replica Tie-Dye Jersey- L,1,80.0,0.0,80.0,0.0,2023-06-15
Retro Staple Crewneck- Heather White- 3XL,1,38.99,0.0,38.99,0.0,2023-06-15
VT Expos Stretch Fit Cap- XXS,1,29.99,0.0,29.99,0.0,2023-06-15
Primary Logo Tee- Gray- XL,1,25.99,0.0,25.99,0.0,2023-06-15
Vermont Expos Tee- Vintage Black- 2XL,1,26.99,0.0,26.99,0.0,2023-06-15
Champ Logo Tee Heather Gray- XL,1,25.99,0.0,25.99,0.0,2023-06-15
Vermont Expos Tee- Heather Gray- S,1,25.99,0.0,25.99,0.0,2023-06-15
3-6 mos,1,25.99,0.0,25.99,0.0,2023-06-15
VLM Away Onfield Stretch Fit Cap- XL,2,59.98,0.0,59.98,0.0,2023-06-15
VT Expos Logo Baseball,1,8.0,0.0,8.0,0.88,2023-06-15
VT Champ Logo Earrings- Blue,1,10.0,0.0,10.0,1.1,2023-06-15
Tie Dyed Souvenir Baseball,8,64.0,0.0,64.0,7.04,2023-06-15
VLM Away Onfield Stretch Fit Cap- XXS,1,29.99,0.0,29.99,0.0,2023-06-15
Vermont Expos Tee- Vintage Black- L,1,26.99,0.0,26.99,0.0,2023-06-15
Cracker Jacks,5,22.55,0.0,22.55,2.45,2023-06-15
0-3 mos,2,51.98,0.0,51.98,0.0,2023-06-15
Rescue Club IPA N/A,2,14.42,0.0,14.42,1.58,2023-06-15
Barefoot Pinot Grigio,2,14.3,0.0,14.3,1.7,2023-06-15
Hamburger,16,101.26,6.74,108.0,11.24,2023-06-15
Powerade,17,53.7,0.0,53.7,5.8,2023-06-15
Garden Salad,2,13.52,3.6,17.12,1.48,2023-06-15
Italian Sausage w/ Peppers & Onions,31,212.71,10.8,223.51,23.29,2023-06-15
Hot Dog,243,801.86,21.16,823.02,87.87,2023-06-15
Season Ticket Holder Soda,53,47.7,0.0,47.7,5.3,2023-06-15
Popcorn,37,129.95,3.62,133.57,14.05,2023-06-15
802 Bar,5,18.05,0.0,18.05,1.95,2023-06-15
Bottled Soda,171,535.56,4.74,540.3,57.69,2023-06-15
Soft Pretzel,93,355.02,8.56,363.58,38.48,2023-06-15
Bottled Water,123,277.89,0.0,277.89,29.61,2023-06-15
Cheeseburger,72,497.26,25.89,523.15,54.49,2023-06-15
Movie Candy,18,64.97,0.0,64.97,7.03,2023-06-15
Whole Pickle,7,18.97,0.0,18.97,2.03,2023-06-15
Hot Dog & Soda,10,0.0,0.0,0.0,0.0,2023-06-15
"Footlong ""Monster"" Dog",49,238.52,4.96,243.48,26.48,2023-06-15
Hot Coffee,1,2.71,0.0,2.71,0.29,2023-06-15
Lemon Sorbet,6,21.66,0.0,21.66,2.34,2023-06-15
Deep River Chips,27,71.79,1.36,73.15,7.71,2023-06-15
ZG Lake Monster Light DFT,134,718.24,0.0,718.24,85.76,2023-06-15
